true-predicted	TRUE	predicted	message	source	correct	true 2nd	predicted 2nd
SE-SE	SE	SE	Greetings too fellows. I am sorry for not answering yesterday's question but I saw it. I was so occupied, was traveling and got stuck in traffic jam at some point so I was unable to. I call upon my fellow health workers to listen to what our bosses have to say. Andrew told us not to force anyone and that's the reason why we were given consent forms. If someone doesn't accept to treated, they shouldn't sign the consent form. That's why I am asking you to give up on that.	case study	TRUE	QA	none
SE-SE	SE	SE	Greetings fellow health workers. Thanks so much for replying to yesterday's question. I am sorry someone used my data and I didn't receive any messages yesterday so I assumed there was none. It was only at night that I started wondering so this morning I sent a child to town that was actually seen by the supervisor to buy me some data and that's how I have managed to switch it on. I am not always disobedient but I am so sorry to all my fellow members. I apologize to all our bosses as well for not answering the question. May God bless all those who answered yesterday's question. Thank you so much but I am personally so sorry. It's me Hadijja.	case study	TRUE	C&I	none
SE-C&I	SE	C&I	Greetings again. I sent the message but it took awhile to be successfully sent because of data issues and I apologize for that. This is what I have to say about today's question. I have a challenge of not having medicine for certain illnesses like wounds and pus. We don't have that. There's a lady I once told Bryan about who has so many wounds in the ear but I have been unable to take her photo. I have tried looking for her but she went to the garden. She's elderly. Also Anna, she still has pus. Sometimes she gets well but when she travels she gets the pus again. I have been unable to find her too because I am sort of occupied but I am sorry. Regards to you all and I wish you a good day. May God be with you.	case study	FALSE	SE	none
C&I-C&I	C&I	C&I	When I discover a patient like that, I refer them. The disease is called mastoid abscess and it needs urgent referral to the health centre because it could cause further damage.	case study	TRUE	none	none
SE-SE	SE	SE	I would also like to let members know that I am sorry for not replying to yesterday's question. What I know is that it's the only day I have missed answering a question on this platform. I got a problem my fellows. I had a function to attend to and I had a hard time finding a car yet I was receiving many calls from the function that I was running late. I am still there till now.	case study	TRUE	none	none
C&I-SE	C&I	SE	Thank you for your answers. That is the end of the case for this week, if you have any questions please share them here. Please feel free to reply to your fellow VHTs questions and share your thoughts on the cases here. Please also feel free to share any photos or cases you have encountered in the community when doing your work. We would like to see them here and we can all give you feedback.	case study	FALSE	SE	none
SE-SE	SE	SE	Greetings fellow VHTs. Regarding Bwendi's challenge, if it's true that the child has deformed ears and you have spoken to the parents but they have refused to accept correcting them, make use of the leaders. Sometimes those parents are not even biological ones. If the leaders fail, I suggest you give up on her. The offer is free but she still doesn't want. Make use of the leaders so they can try to talk to her because some people undermine us. Not everyone listens to us. That's my advice.	case study	TRUE	QA	none
C&I-C&I	C&I	C&I	Thanks Dorothy our supervisor. I have received the news but the problem with my phone is it loses WhatsApp. I actually gave it to Andrew and Bryan too. Also yesterday we were attending a burial then we got disturbed by rain and my phone battery died. Anyway I am not sure what time it will be on Thursday.	case study	TRUE	C&I	none
C&I-C&I	C&I	C&I	I am sorry someone called and my message was cut short. What I wanted to ask since I am not sure is what time we shall be meeting on Thursday. I am able to communicate now because someone helped me with the phone but it loses WhatsApp and blocks everything I try to do. Like I told you, Andrew and Bryan repaired it when we were at the health centre but it still bothers me that's why I am unable to reply to the questions. Thanks so much though for advising us. It's me your fellow health worker Johnson Matthew.	case study	TRUE	C&I	none
C&I-C&I	C&I	C&I	I thought I told everyone the time. I told you 2:00pm.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings to you all fellow health workers. I am sorry to reply to the question very late but it's because of this phone like I told you. When I see that child after being brought by the mother with that condition, I would presume the disease is called mastoid abscess. It needs urgent referral to specialists. Good night. It's me your fellow health worker Johnson Matthew at Makata.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Hi VHTs. I was wondering what case you'd like this week? I was thinking we could do one on pneumonia ? What do you think ?	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Praise God. Greetings in the name of our Lord Jesus Christ. I thank God for protecting us and keeping us alive throughout the night. I also thank Him for protecting Andrew, Catherine and Bryan. May God bless you. There's something that bothers a lot of children which is diarrhoea and vomiting. Some people assume they are symptoms of malaria and conclude it's the case, others think it's because of worms whereas others have no idea why. I suggest we discuss that problem amongst children and adults since they suffer from it too with some not knowing the cause. One may have  diarrhoea and stomach ache without malaria.  In that case, some assume it's because of worms or over eating maize, mangoes and meat. I request we discuss it so that our bosses can sensitize and teach us. Thank you so much. I am just requesting and not commanding. May God be with you.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Ok Harriet! Thanks for this - we can write a case on diahorrea and we can start this one next Monday :)	case study	TRUE	C&I	none
C&I-C&I	C&I	C&I	Does anyone else have requests?	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Hi vhts. I am writing a diahorrea case today as per Harriet's request.  I am so sorry for delaying the case. I've just had a really busy few days. But I will send it to Catherine today and I'll be back in makata on Monday	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	It's ok Dr	case study	TRUE	none	none
C&I-C&I	C&I	C&I	This case concerns a young child, Patricia, who is 3 years old.  You go on a household visit with your supervisor and find that her mother reports she is tired and lacks energy. She has been passing diahorrea for the past 48 hours. Her mother thinks that she drank some unclean water. Questions: 1. What do you understand by the term ‘diarrhea’? 2. What are other words for diahorrea in your community? 3. How could children get diahorrea? For example one reason is drinking water that is not clean. Can you think of any others?	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings to you all VHTs online and thanks for the work you're doing. This is my reply to the question. Patricia, a three year old child has diarrhoea. Diarrhoea is caused by a lot of things like typhoid and malaria. It refers to releasing watery stool since normal waste should be solid. If it contains some blood, it's called dysentery. I advise the mother to take the child to the health centre or I give them first aid of Oral Rehydration Salt ( 2 spoons of sugar and a pinch of salt mixed with water). That's what I can do. I also tell my community members that diarrhoea refers to watery stool. That's how I have answered the question.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Like I said above, what causes diarrhoea is eating dirty stuff, drinking contaminated water and typhoid. There are people who get diarrhoea and stomach ache  as a symptom of malaria. In my community it's called "mbiro".	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Our question is about a sick child called Patricia and the first question requires us to define diarrhoea. Diarrhoea is watery stool that's not as solid as the normal waste. It is identified when someone's stool is watery. Apart from drinking water that's not clean, other causes of diarrhoea include eating dirt, eating different food stuff at the same time, eating lots of fats that one ain't used to, eating unwashed mangoes and typhoid. That's my reply to the question.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings to you all fellow VHTs and this is my reply to today's question. We have been asked to define diarrhoea. Diarrhoea is watery stool and once someone gets it like that three year old child, it just flows. That's how I understand it. The people in my community know about diarrhoea  that it is waste that's watery and the frequency one goes to the latrine ain't the usual one. They call it "mbiro" like our colleague mentioned. There are many causes of diarrhoea especially amongst children. Sometimes it's due to severe malaria. Other children get it when developing teeth, eating dirty things or contaminated food, not washing hands yet they touch lots of dirty things and typhoid. Those are some of the causes of diarrhoea I can think of. Another one I had forgotten is sometimes a child may eat food that may affect their stomach or may be allergic to certain foods and the reaction is diarrhoea.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	When I find that three year old child Patricia with my supervisor and they tell me she has diarrhoea, this is my understanding of it. Diarrhoea refers to frequent release of watery stool. People in my community understand it as a condition when someone goes to the latrine frequently and believe it is caused when someone eats food they ain't used to like a lot of meat on festivals. Some people in the village hardly eat it due to low income so believe it causes diarrhoea. Other causes of diarrhoea include drinking unboiled water, eating contaminated food and other food stuff and typhoid. Those are some of the causes of diarrhoea that I can talk about now. Those are my answers to today's questions.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings fellow health workers. This is my answer to today's question. Diarrhoea is a condition when a child releases more stool than they are meant to in a day. The stool is watery unlike the normal solid one and is released frequently. It is also the reason the child loses energy in their body. Diarrhoea is caused by many things including typhoid, eating dirty things like food contaminated by houseflies, uncovered left over food, dirty mangoes and sugarcanes picked on the way and not washing hands after going to the toilet. People in my community understand diarrhoea that it is when a child releases waste frequently, loses body energy and have watery stool.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Also not deworming children since they eat dirty things can cause diarrhoea.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings to you all fellow VHTs. These are my answers to the questions about Patricia, a three year old child with diarrhoea. Diarrhoea is when a person passes out watery stool. People in my community identify diarrhoea when someone passes out watery stool frequently. That person also feels stomach ache, loses weight, energy and appetite. The person also loses water. The causes of diarrhoea include eating dirty food especially children. Children have a tendency of eating uncovered food that could be contaminated by houseflies from latrines or dirty places and that's why it is common amongst them. That's my answer to the question. Thank you so much.	case study	TRUE	SE	none
SE-SE	SE	SE	I am sorry for replying in the other group. I had forgotten but I am really sorry and thanks Bryan for reminding me. By the time I remembered, I had already sent it. Thank you so much.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Thank you Mr. Karl and other health workers but what I think differs from what you think. I know very well that when someone eats dirty stuff, they suffer from typhoid. I think diarrhoea is caused by eating stuff contaminated by houseflies like you mentioned but eating dirty stuff causes typhoid. That's what I think and believe could be the case.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings fellow health workers that we work with. Our health workers Catherine and Bryan, we love you. The first question Catherine asked requires us to define what diarrhoea is. Diarrhoea is when a child passes out watery stool. It may not be that watery but it is unusual and passed out frequently. Normally a person defecates around three or four times a day but with diarrhoea the number of times exceeds that. That's what I think diarrhoea is.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	I am sorry my network was bad. People in my community understand diarrhoea from the stool that is passed out which is usually watery. It is also passed out more times than the usual and like I told you, a normal person is supposed to defecate three or four times a day but for diarrhoea it could be seven. When I see such a child as a VHT, the first aid I can give to her is Oral Rehydration Salt which is a mixture of sugar and salt then refer her to the health centre if the diarrhoea is severe. At the health centre they can give her zinc for children and ORS tablets that are swallowed; one tablet once a day for ten days. That's what I think.	case study	TRUE	C&I	none
C&I-C&I	C&I	C&I	Causes of diarrhoea include stomach upset depending on what someone may have eaten. Secondly that child may have eaten dirty stuff. Thirdly, it could be from typhoid which causes stomach ache and diarrhoea but it mainly depends on the stuff one may have eaten and affected the digestive system. Thank you so much.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings VHTs. We usually give our opinions. What I think of Karl's answer that diarrhoea is caused by eating dirty stuff differs a little from his. Someone who eats dirty things gets typhoid but diarrhoea is caused by other things. One who eats dirty things passes out stool with blood but diarrhoea is caused by a lot of other things like too much heat in the stomach, eating a lot of food stuff and many others. That's what I think. Thank you.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings fellow VHTs , our bosses and well done. This is my reply to the question of the three year old child with diarrhoea. Diarrhoea refers to passing out abnormal stool. Much as someone is supposed to pass out stool that is soft and not so hard, this one is way soft. It is actually watery and we call it "mbiro". That's my definition for diarrhoea. The people in my community call it "mbiro"( running stomach) while others call it "kidumusi". I think it is caused by eating dirty things like uncovered food contaminated by houseflies or cockroaches, eating faeces, not washing hands after visiting the toilet or after touching dirty things before eating especially children. Children eat whatever they find and it doesn't matter if they have just been to the toilet or from playing. Those are some of the causes of diarrhoea. I advise the person to go to the health centre  for examination since malaria can also cause it. I also advise them to take ORS and other drinks like passion fruit juice. If they can't afford it, they can make it themselves by mixing two spoonfuls of sugar in a pinch of salt and they need to take it frequently. The spoon for measurements should be very small. Thank you.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Thanks for the answers VHTs. The answers are as follows: Diarrhoea is 3 or more loose or watery stools in 1 day or Diarrhoea is a sign there is a germ in the belly. You can get diahorrea for all of the following reasons - Eating foods prepared with water that is not clean or safe. Eating spoiled foods or uncooked meats; Children not washing hands; Caregivers not washing hands; Living in unclean conditions or too close to animals; Flies landing on uncovered food	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Diarrhea is very dangerous if not treated, especially in children under five as they can become dehydrated (i.e. loose too much fluid from the body).   Any children with watery diahrrea that does not settle down after 5 days should be referred to the clinic. Any children with diahorrea and blood in the stool should be referred immediately	case study	TRUE	none	none
C&I-C&I	C&I	C&I	What questions do you want to ask Patricia's mother to find out more about the diahorrea?	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings my fellow VHTs and this is my answer to today's question. Diarrhoea is when someone passes out watery stool more times than usual. People in my community understand what diarrhoea is and some call it "mbiro" . They also quick to identify it and treat it. Diarrhoea is caused by many things like fever, eating a lot and eating dirty things especially children. That's my answer to the question.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings my fellow VHTs and this is my answer to today's question. Diarrhoea is when someone passes out watery stool more times than usual. People in my community understand what diarrhoea is and some call it "mbiro" . They also quick to identify it and treat it. Diarrhoea is caused by many things like fever, eating a lot and eating dirty things especially children. That's my answer to the question.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings fellow health workers and this is my answer to the question. I can ask the mother how long the child has had the diarrhoea, whether she has taken the child to the health centre before or given her treatment for diarrhoea and if she's drinking lots of fluid. The symptoms of dehydration I can check for are sunken eyes, dry skin, body weakness and loss of appetite. That's what I have to say. I remain Qiana.	case study	TRUE	SE	none
C&I-SE	C&I	SE	How has your day been fellow VHTs? Thanks for the work you're doing for the country. Catherine, Bryan and Andrew, my regards to you. Thanks fellow VHTs for answering yesterday's questions. This is my answer to today's questions. The questions I would ask the mother of the child include how long the child has had the diarrhoea, if their stool is bloody or watery and if they have had any treatment like Oral Rehydration Salt	case study	FALSE	SE	C&I
C&I-C&I	C&I	C&I	Now this is my answer to the second question. The symptoms of dehydration I can check for are body weakness. The child becomes so weak that they can't stand for long. If you try to make them stand, their body shakes. They also have sunken eyes. My regards to you all and I wish you well as you reply to the questions. Have a good day. May God be with you.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings fellow VHTs. I have also seen the question and thank my fellows who have already answered. The questions I can ask the mother include....if she has given the child ORS or fluids and if she has taken her to the health centre. The symptoms of dehydration I can look out for are body weakness. Actually the person can hardly stand and appears like they are dizzy. Secondly, the child has sunken eyes. Others include dry skin, low appetite, heavy eyes and can neither lift their legs nor handle anything with their hands due to body weakness. Those are some of the symptoms.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings to all those we do this work with and thanks for today's work. Today's question is still about Patricia the three year old child and has two parts. Some of the questions I can ask Patricia's mother include the following: When did it start? Does it contain blood? Have you taken the child to the health centre? How did it start? Did she eat anything that might have affected the stomach thus causing diahorrea? The second part of the question: The symptoms of dehydration I can look out for are sunken eyes, weak limbs and dry skin.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings fellow health workers and thanks for the work. This is my answer to today's question. I first ask the mother how long that child has had the diarrhoea, if she had any treatment and if she gives her boiled drinking water, ORS or passion fruit juice. Those are some of the questions I can ask her.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	The symptoms that can show me the child is dehydrated include dry skin, bright and sunken eyes and general body weakness.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	The symptoms that can show me the child is dehydrated include dry skin, bright and sunken eyes and general body weakness.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings fellow VHTs. My phone had a problem yesterday but it started working again on its own that's why I was unable to reply to yesterday's question. My apologies to you Catherine. The questions I would ask the mother include how long the child has had the diarrhoea. If she says the child has had it for more than two weeks and it's not getting better, I explain to her that it is not okay. The symptoms of dehydration I can look out for are sunken and watery eyes, dry mouth, rapid loss of body weight, dry skin, dark yellow urine with an abnormal smell and sometimes bloody stool and also if she has had the diarrhoea for more than two weeks.	case study	TRUE	C&I	none
C&I-C&I	C&I	C&I	Greetings fellow VHTs. I am sorry I answered yesterday's question instead of that of today because my battery was dead yesterday but this is my answer to today's question. The questions I can ask the mother include how long the child has had the diarrhoea, if she has good appetite and how many times she passes out the stool daily. After explaining that to me, I check her for symptoms of dehydration. The main symptoms are dry skin and sunken eyes. What I can do in that case is to refer them to a bigger health centre.	case study	TRUE	C&I	none
C&I-C&I	C&I	C&I	Greetings to you all my fellows and thanks for the work. This is my answer to today's question. The questions I can ask the mother of the three year old child include how long the child has had the diarrhoea, what the child ate and if she gave her any treatment. The symptoms of dehydration I can look out for include bright eyes, dry skin and body weakness. Those are the symptoms I can look out for.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	The first symptom of dehydration is dry skin, change in colour of the eyes that are also sunken. Those symptoms mean the child is dehydrated.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	The questions I would ask Patricia's mother are when the diarrhoea started, if she gave her any treatment, if she cleans her hands before giving this child anything to eat ,if she ensures the child washes hands after going to the toilet or if she drinks dirty water. The symptoms of dehydration are loss of body weight, sunken eyes and dry skin.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings fellow VHTs whom we work with. The questions I would ask Patricia's mother are how long the child has had the diarrhoea, what she ate, and if she drank any water or ORS.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	How I can check to see if the child is dehydrated is by looking at the eyes which appear bright if dehydrated. I also pull their skin and if it turns out to be loose, it's confirmation that they are dehydrated. Also sunken eyes.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Hi VHTs. Thanks for your answers. The questions you can ask Patricia's mother include: How long has she had diahorrea for?How many stools has Patricia had in last 24 hours?Are the stools watery?Is there any blood in the stools?Does Patricia have a fever? If yes, for how long?Has Patricia been vomiting?Is Patricia drinking? Does Patricia seem very thirsty?Has Patricia passed urine?  Signs of dehydration from diahorrea include: Sunken eyes with little or no tears when cryingDry mouth and tongueThirstLittle or no urineVery tired or restless and irritableMuscle cramps Skin that returns to normal very slowly once it has been pinched (skin pinch test more than 2 seconds)	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Good morning VHTs - here is the third part of the case. You ask Patricia's mother the questions. She tells you she has had diahorrea for 3 days, with 5 stools in the last 24 hours. She is tired, has not passed much urine. When you examine her  eyes are sunken and she has a dry mouth. Question: How do you want to treat her?	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings today fellow VHTs and this is my answer to that question. All those symptoms show Patricia is dehydrated therefore I refer her to the health centre.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings to you all VHTs. All the symptoms show she is dehydrated therefore I give her first aid of ORS. I can mix the ORS and give it to Patricia's mother. I then advise her to give it to Patricia as she takes her to the health centre. When she gets to the health centre, I may have written the referral form for the nurses to see what the problem is. If not, I escort them and explain it to the nurses so they can put the child on drip immediately.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings fellow health workers. I tell  Patricia's mother that we need to mix ORS which is the first aid. She needs to move with it since the distance from where she stays to the health centre may be long. I ask her to go to the health centre immediately because the child is dehydrated and it is deadly.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings my brothers and sisters whom we work with. My bosses, good morning and well done. Now after checking the child and seeing all those symptoms with diarrhoea at the same time, I first advise the mother to encourage the child to drink even if their appetite is low beginning with ORS. I then advise her to get passion fruit juice since some children get fade up of ORS and prefer that instead. They need to take it frequently to prevent drying of the mouth. After that, I refer them to the health centre where they can be admitted but I advise them to keep drinking almost every second. That's how I can help the mother of the three year old child. May God be with you.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Well done health workers. Symptoms like not urinating, passing out stool all those times and sunken eyes are all very dangerous when a child has diarrhoea. We immediately mix ORS and ask the mother to give it to the child until they get to the health centre. I refer them to the health centre because I don't have treatment for the condition.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Good morning my fellows and thanks for the work. This is my answer to today's question. After Patricia getting to that state, we just have to mix ORS and also explain to the mother that the child needs to be taken to the health centre. ORS may not be sufficient to treat her and some parents are lazy. I therefore ask her to take the child to the health centre where they can be admitted because that state is worrying. That's how I have answered today's question.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Good morning brothers and sisters. I won't differ from my fellows about Patricia's issue. I give her ORS but the challenge is one may not be having it at that particular moment and may need to buy it. We can also mix it the easy way using salt and sugar and they need to take it until they get to the health centre. Another thing we may add on is glucose for the child to regain energy. That's what I can do.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings fellow health workers. When I see that the child has weakened a lot and is dehydrated, I mix for her ORS. I then ask the mother to take her to the health centre immediately and to give her the ORS until they get there. I also advise her to buy some glucose from any shop. That's my answer. It doesn't differ from what my fellows have said. Have a good weekend.	case study	TRUE	SE	none
SE-SE	SE	SE	Good answers Patricia	case study	TRUE	none	none
SE-SE	SE	SE	Thanks for this	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Yes... Checking the skin turgor (how strong it is  a good answer)	case study	TRUE	none	none
SE-SE	SE	SE	Thank you doctor for the lesson	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Sorry about that, my network was having issues. That child Patricia needs ORS which is home made. Passion fruit juice is also important to have but they need to be referred to a health centre so they can be admitted. That's my answer to the question.	case study	TRUE	C&I	none
C&I-C&I	C&I	C&I	Greetings fellow health workers and thanks for the work you're doing. This is my answer to today's question. The way I see that child, I have no treatment for her condition as a VHT. I am not a qualified health worker therefore can't be permitted to treat her. The advice I can give to the mother is to take the child to a big health centre immediately. I can go ahead and escort her as well because her child's health is in danger at that moment. That's my reply to today's question.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	The treatment I can give to Patricia who I find out is dehydrated after checking  is mixing for her ORS. After giving her the ORS, I study her situation and if the diarrhoea stops, I don't refer her. If it doesn't stop, I refer her to the nearest health centre for treatment. Thanks so much.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Thanks for the answers so far VHTs. ORS is correct - does any one know how much to give? What other medicine should Patricia get? (Clue - it comes in tablet form...)	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Thanks all those who replied to todays question - the question was what treatment do you give Patricia. What you can do in that situation is give ORS - ORS is a solution of sugar and salt. And they also need zinc tablets. After that you have to refer Patricia to the health centre for more treatment. Thank you so much.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	The tablets I know they give to children with diarrhoea are called zinc.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Get 1 litre of clean water and pour in one packet of ORS using a table spoon and cup. Give them every time they pass out stool. It works within a day.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	We give Patricia Zinc tablets. She swallows one tablet daily for ten days to complete the dose.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	You give Patricia some oral rehydration solution and you advise her mother to take her to the health center. Patricia's mother wants to know what she can do to prevent diahorrea in the other children. Question: How do you advise Patricia's mother to prevent diahorrea in the other children?	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings to you all. Just like my fellows, diarrhoea at home can be prevented by mothers encouraging their children to wash their hands before eating anything and after visiting the latrine. They should also avoid eating dirty things like unwashed mangoes, defecate in latrines and not anywhere else, drink boiled water and also cover food to prevent it from contamination by cockroaches.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Good morning fellows. This is my answer to today's question. The advice I can give to Patricia's mother to prevent diarrhoea is as follows: don't eat left overs left out in the sun, wash hands with soap after going to the latrine, boil water, only just clean water sources, cook food properly.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Good morning fellow health workers. Thanks for work and I wish you a nice Sunday. This is what I have to say about today's question. I first advise Patricia's mother to be a very clean woman at her home including her kitchen, inside her house and the things she uses to prepare food for the children. I then advise her to get rid of cockroaches and houseflies in the latrines by spraying. I ask her to keep covering her latrine , avoid rearing animals close to the home, not to give children half cooked meat and ensuring children wash their hands after going to the latrine. She must also wash her hands with soap before preparing food for the children, boil drinking water and one used to prepare food. That's my answer to today's question.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	The advice I give to Patricia's mum to prevent other children from getting diahorrea is this. She has to teach the children to wash their hands and use soap while washing hands - especially using the toilet and preparing food. The toilet has t be covered. Eating warm food, because if it isn't cooked well and becomes cold it can get bacteria. Also don't eat food with flies on or cockroaches. Also give children clean water. Clean water must be boiled - those are some of the things I can tell her so the children don't get diahorrea.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Good morning my fellow VHTs. About that question - the advice I give her. The mother has to be hygienic in her home. She has to boil water, and the toilet needs a cover. Such that flies don't go to utensils or eatables. Also the child shouldn't eat left overs or hot food. Also that washing hands after the toilet. They also have to keep the finger nails short, and also the mother has to wash her hands. They need to use soap. Also the plates and other things they use need to be clean. They have to be washed in time and dry well. So put them on a rack under the sun. They also need that drying rack and a clean jerry can for water. She has to keep the child clean, sweep the compound, not littering the area for pests, and flies. They have to have a rubbish pit where the rubbish can be put and far away so the flies aren't around where the utensils are. Where the toilet has a cover.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Good morning VHTs. I wish you a nice Sunday. My advice for todays question - be very hygienic in the home whether in the kitchen, the house, or the things she uses to prepare food. Another thing I advise her is to spray the cockroaches and flies and to not let them to get on the food. Also I advise her to cover the toilet. Another thing I advise her is not to keep animals around the house because Catherine told us that isn't good. Make sure you cook meat well. Also I teach her to tell the kids to wash their hands after they eat and the mum with soap even when preparing the food for the kids. Also giving them boiled water. Also boiling the water at home used to cook food - because using water which isn't boiled also causes diahorrea.	case study	TRUE	SE	none
C&I-SE	C&I	SE	Great ! Well done Dorothy. zinc is correct.	case study	FALSE	SE	none
C&I-C&I	C&I	C&I	Thanks Jane. Correct that you give ORS. But you should give it for longer than one day as the child needs time to replace all of the salt they have lost from their body	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Great. Zinc for 10 days is totally right.	case study	TRUE	SE	QA
C&I-C&I	C&I	C&I	Greetings and thank God who has protected you. The advice I can give that mother is to ensure cleanliness. She shouldn't let children eat anything that has been contaminated by houseflies. After visiting the latrine, they should all wash their hands. Also, they must cover their food. Another advice I can give to her is to remove any waste passed out by the children before it attracts houseflies and also bathe them immediately after defecating. They should drink boiled water and avoid eating rotten fruits.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings to you all. Just like my fellows, diarrhoea at home can be prevented by mothers encouraging their children to wash their hands before eating anything and after visiting the latrine. They should also avoid eating dirty things like unwashed mangoes, defecate in latrines and not anywhere else, drink boiled water and also cover food to prevent it from contamination by cockroaches.	case study	TRUE	SE	none
SE-SE	SE	SE	Super answers Francesca. Well done!!	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Excellent Luke. Washing hands with soap is so important to prevent diahorrea.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Hi VHTs. Here are some suggestions about how to prevent diahorrea: Breastfeed more frequently when a baby has diarrhoea.Give more fluids to children with diarrhoea.Giving oral rehydration salts solution can strengthen a child and reduce the risk of death from diarrhoea.Prevent diarrhoea by disposing of all faeces in a latrine Wash hands with soap before preparing or handling food, before eating or feeding a child. after using the toilet or changing a child who has defecated, before and after taking care of someone who is sick, after touching sick or dead animalsUse safe water for drinking and food preparationDo not drink water from any source directly without boiling it Safe water can be made unsafe if carried in dirty containers or stored in dirty containers or left uncovered in clean containersProtect water from contamination by covering water storage containers and keeping animals away.Cook food well and protect it from flies.Cover stored food.Use clean eating utensils.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	To keep the food clean because diahorrea comes from eating unclean food.	case study	TRUE	none	none
SE-C&I	SE	C&I	Hi VHTs - please watch the above videos (especially the last one) and let us know what you think	case study	FALSE	none	none
SE-C&I	SE	C&I	Greetings fellow health workers and thanks for all the work you're doing. They have sent us those videos above and asked us to watch them, especially the last one then we say what we think of them. These are the notes I have taken. Washing hands is really important for the person mixing the solution and the care taker. It is also important to note that the packet of ORS is poured in one litre of water. The people in the rural areas should be told one litre equals four cups and the water has to be safe. One may see water that appears clean and think it's safe yet it's not boiled therefore we should tell people safe water means boiled water that has been stored well. We should also keep teaching care takers how to give ORS and to ensure all the things used to mix and store it are clean. Since we have discovered that it is common among children, parents must know the number of times to give the ORS and the time to do it. The parent must also know that the things used to mix the solution should be used for one day. She must cover it if not giving it to the child and also keep it in a clean place so as not to get contaminated. Thank you so much.	case study	FALSE	SE	none
SE-SE	SE	SE	Thanks Dorothy and well done. One litre equals to two cups of water though not four. That's what I think.	case study	TRUE	SE	none
SE-C&I	SE	C&I	It's true. One litre of water equals two cups of water not four.	case study	FALSE	none	none
